X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID,MesoWestStationID,MesoWestURL
-112.83528,48.2927800000001,7842,HEART BUTTE,17453321,1900/01/01 00:00:01+00,15C1A6C8,,4439,,48.29278,-112.83528,MT,,NWS,NOT APPLICABLE,NOT APPLICABLE,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17453320,HRTM8,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=HRTM8&unit=0&timetype=GMT
-112.12511,36.9608900000001,7843,ARIZONA STRIP PORTABLE,17524799,1900/01/01 00:00:01+00,328FA4C8,,6482,,36.96089,-112.12511,AZ,,BLM,R8 Lower CO Basin,ARIZONA STRIP,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17524799,TS714,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TS714&unit=0&timetype=GMT
-83.69611,36.6036100000001,7844,YELLOW CREEK,17314074,2024/02/08 19:26:55+00,FA41A3DA,159801,1090,,36.60361,-83.69611,KY,,NPS,SOUTHEAST,CUMBERLAND GAP NHP,,A,6.1 inches,0 mph,192 degrees ,60 deg. F,65 deg. F ,23 % ,13.5 volts,9.7 (unk),165 degrees,10 mph,338 w/m2,17314073,YELK2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=YELK2&unit=0&timetype=GMT
-122.93214,40.7536500000001,7845,FIVE CENT,16994911,2024/02/08 20:20:54+00,323640AE,040520,2602,"Fixed station. Located Weaverville Basin, 3/4 mile NW of Weaverville Airport, between Five Cent Gulch and Ten Cent Gulch. Vegetation is mixed conifers, brush & grass. Station relocated to this site on 21July2017. New site is 1/2 mile SSW (245 degrees)from old site and is 100 feet higher.",40.75365,-122.93214,CA,Trinity,USFS,05,SHASTA TRINITY NF,Weaverville,A,25.31 inches,3 mph,185 degrees ,43 deg. F,52 deg. F ,70 % ,14.4 volts,25 (unk),227 degrees,10 mph,535 w/m2,16994909,WEFC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=WEFC1&unit=0&timetype=GMT
-80.0377799999999,38.2244400000001,7846,MARLINTON,17060652,2024/02/08 19:37:59+00,33349290,464203,3082,Located at Ranger Station,38.22444,-80.03778,WV,Pocahontas,USFS,09,MONONGAHELA NF,MARLINTON RD,A,5.94 inches,3 mph,229 degrees ,62 deg. F,79 deg. F ,17 % ,13.7 volts,6.5 (unk),188 degrees,7 mph,501 w/m2,17060649,MARW2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=MARW2&unit=0&timetype=GMT
-111.41194,41.63167,7849,RED SPUR,17447967,2024/02/08 20:07:04+00,3289726E,420206,8872,,41.63167,-111.41194,UT,Cache,USFS,04,WASATCH NF,,A,13.77 inches,7 mph,336 degrees ,22 deg. F,NO DATA,94 % ,13.8 volts,NO DATA,351 degrees,13 mph,207 w/m2,17447964,RSRU1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=RSRU1&unit=0&timetype=GMT
-118.40389,45.11389,7850,J RIDGE,16999990,2024/02/08 19:28:25+00,3262673A,351413,5180,"STATION SITS ON POINT OF RIDGE OVERLOOKING VALLEY TO SOUTH.MIXED CONIFERS; PREDOMINANTLY P-PINE.",45.11389,-118.40389,OR,Union,USFS,06,WALLOWA-WHITMAN NF,,A,1.79 inches,2 mph,283 degrees ,27 deg. F,NO DATA,86 % ,12.9 volts,NO DATA,264 degrees,5 mph,17 w/m2,16999985,JRFO3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=JRFO3&unit=0&timetype=GMT
-118.90333,34.90167,7851,GRAPEVINE PEAK,17519636,2023/12/05 18:13:45+00,CA522300,045021,4647,,34.90167,-118.90333,CA,Kern,S&PF,CALIFORNIA,KERN COUNTY FIRE,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17519635,GVPC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=GVPC1&unit=0&timetype=GMT
-113.52219,47.2146700000001,7852,LOLO PORTABLE #4,18453043,1900/01/01 00:00:01+00,3289C1E0,,3984,Monture Guard Station just southeast of the corral.,47.21467,-113.52219,MT,Missoula,USFS,01,LOLO NF,SEELEY LAKE RD,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18453033,TT234,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT234&unit=0&timetype=GMT
-113.25239,44.93656,7853,BRENNER,16825646,2024/02/08 19:47:24+00,325AA0F2,245409,6631,"ROLLING DESERT MOUNTAINS TO THE EAST, RUNNING NORTH TO SOUTHSTATION SITS ABOVE A LOW GRASSY VALLEY TO THE WEST.SITE IS APPROX. 150 FEET BELOW AND WEST OF A KNOLL.LAND COVER IS ALL SAGEBRUSH AND ROCKS.",44.93656,-113.25239,MT,Beaverhead,USFS,01,BEAVERHEAD/DEERLODGE,Dillon RD,A,.46 inches,11 mph,272 degrees ,32 deg. F,42 deg. F ,69 % ,14 volts,14.7 (unk),270 degrees,14 mph,433 w/m2,16825641,BRRM8,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BRRM8&unit=0&timetype=GMT
-118.96405,34.77685,7854,LPF05 PORTABLE (FRAZIER),18729759,2024/02/08 19:46:14+00,AAB6E4C0,,7690,,34.77685,-118.96405,CA,Ventura,USFS,05,LOS PADRES NF,MOUNT PINOS RD,A,8.04 inches,4 mph,358 degrees ,30 deg. F,29 deg. F ,88 % ,13.9 volts,27.4 (unk),39 degrees,7 mph,277 w/m2,18729757,TT321,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT321&unit=0&timetype=GMT
-109.61111,43.6794400000001,7855,ELKHORN,16929585,2024/02/08 19:57:54+00,323A114E,481410,8085,"the site is located NE of Dubois Wy. General air flow isgood. Vegetation is primary doug fir and spruce, sparceat site but dense to the north. High mtn peaks to the northsituated in bowl type setting.",43.67944,-109.61111,WY,Fremont,USFS,02,SHOSHONE NF,DUBOIS RD,A,12.66 inches,15 mph,252 degrees ,25 deg. F,NO DATA,55 % ,14.4 volts,NO DATA,258 degrees,21 mph,291 w/m2,16929582,ELKW4,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=ELKW4&unit=0&timetype=GMT
-120.50303,39.6359200000001,7856,TNF01 PORTABLE,17115455,1900/01/01 00:00:01+00,326C80A0,041891,7379,,39.63592,-120.50303,CA,Sierra,USFS,05,TAHOE NF,YUBA RIVER RD,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17115452,TR197,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TR197&unit=0&timetype=GMT
-82.56557,35.5848300000001,7857,SMOKE USFS R8-33,18673155,1900/01/01 00:00:01+00,32D5D748,,2000,,35.58483,-82.56557,NC,Buncombe,USFS,08,NF'S IN N. CAROLINA,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18673155,TT297,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT297&unit=0&timetype=GMT
-119.50585,37.2330700000001,7858,NORTH FORK,17115989,2024/02/08 19:55:14+00,326CA64C,044204,2721,"Perennial grass, 2 - 3 ft. tall, with intermediate live &
black oaks with ponderosa pine. Brush type is Manzanita &
ceanothus.
Annual temperature average: 20-110 degrees.
Annual snow average: 1-2 ft.",37.23307,-119.50585,CA,Madera,USFS,05,SIERRA NF,BASS LAKE RD,A,13.95 inches,0 mph,312 degrees ,42 deg. F,45 deg. F ,84 % ,14 volts,26.3 (unk),349 degrees,3 mph,NO DATA,17115986,NFRC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=NFRC1&unit=0&timetype=GMT
-96.91639,28.8636100000001,7859,VICTORIA,17323299,2023/11/07 07:04:34+00,8840C268,418202,23,,28.86361,-96.91639,TX,Victoria,S&PF,TEXAS,TEXAS FOREST SERVICE,South,A,29.88 inches,4 mph,173 degrees ,68 deg. F,66 deg. F ,100 % ,12.9 volts,23.3 (unk),165 degrees,6 mph,0 w/m2,17323297,VCRT2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=VCRT2&unit=0&timetype=GMT
-122.72453,39.65162,7860,ALDER SPRINGS,17006642,2024/02/08 18:24:24+00,323A4132,041101,4543,"Fire Weather Forecast Zone 595
Fire Danger Rating Area 165
Timbered ridgetop
STATION IS LOCATED AT ALDER SPRINGS WORK STATION",39.65162,-122.72453,CA,Glenn,USFS,05,MENDOCINO NF,GRINDSTONE RD,A,23.34 inches,1 mph,153 degrees ,41 deg. F,34 deg. F ,69 % ,14.2 volts,26.1 (unk),157 degrees,5 mph,267 w/m2,17006639,ECKC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=ECKC1&unit=0&timetype=GMT
-119.88015,34.9653700000001,7861,CUYAMA VALLEY,19359250,2024/02/08 19:43:54+00,32A1FFE0,045230,2535,,34.96537,-119.88015,CA,Santa Barbara,S&PF,CALIFORNIA,SANTA BARBARA COUNTY,,A,0 inches,7 mph,329 degrees ,48 deg. F,60 deg. F ,65 % ,14.1 volts,15.6 (unk),336 degrees,10 mph,746 w/m2,19359247,CUVC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CUVC1&unit=0&timetype=GMT
-155.67861,19.9022200000001,7862,PTA KEAMUKU,17525266,2024/02/08 19:50:54+00,328FB7BE,,3366,,19.90222,-155.67861,HI,Hawaii,DOD,USA,SCHOFIELD BARRACKS,SCHOFIELD BARRACKS,A,10.89 inches,4 mph,327 degrees ,66 deg. F,73 deg. F ,61 % ,13.5 volts,16.7 (unk),81 degrees,7 mph,513 w/m2,17525265,PKMH1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=PKMH1&unit=0&timetype=GMT
-144.17089,67.7460800000001,7863,HELMUT MTN.,16786982,2024/02/08 20:18:34+00,126006F2,500731,2895,,67.74608,-144.17089,AK,Yukon-Koyukuk,FWS,REGION 7,ALASKA FIRE SERVICE,,AU,9.97 inches,1 mph,256 degrees ,9 deg. F,NO DATA,86 % ,14.6 volts,NO DATA,245 degrees,9 mph,20 w/m2,16786980,AWRA2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=AWRA2&unit=0&timetype=GMT
-158.10583,64.4255600000001,7864,KAIYUH,17119778,2024/02/08 20:21:14+00,837026CE,500322,110,,64.42556,-158.10583,AK,Yukon-Koyukuk,FWS,REGION 7,ALASKA FIRE SERVICE,,A,11.64 inches,7 mph,359 degrees ,14 deg. F,NO DATA,84 % ,13.2 volts,NO DATA,9 degrees,11 mph,7 w/m2,17119777,KAIA2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=KAIA2&unit=0&timetype=GMT
-123.90679,41.1384400000001,7865,SCHOOLHOUSE,17248045,2024/02/08 20:01:14+00,FA6371A8,040425,2653,"Station is located in the Bald Hills region of Redwood NP.
Site is grassland near Oak stands and second growth conifer
Schoolhouse LO is 1.7 mi NE and 450 ft higher in elevation.",41.13844,-123.90679,CA,Humboldt,NPS,PACIFIC WEST,REDWOOD NAT'L. PARK,FIRE MANAGEMENT,A,50 inches,4 mph,342 degrees ,41 deg. F,54 deg. F ,86 % ,13.8 volts,22.8 (unk),1 degrees,9 mph,631 w/m2,17248043,SHUC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=SHUC1&unit=0&timetype=GMT
-150.05003,61.7589800000001,7866,WILLOW,17005096,2024/01/11 06:58:25+00,3247548E,500971,200,,61.75898,-150.05003,AK,Matanuska-Susitna,S&PF,ALASKA,,,AU,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17005095,WOWA2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=WOWA2&unit=0&timetype=GMT
-71.6298399999999,42.2913600000001,7867,CAMP EDWARDS QD,18939403,1900/01/01 00:00:01+00,ADB00392,,281,Quick Deploy unit not active in field. State property transferred to MassWildlife. Not owned or maintained by MA National Guard.,42.29136,-71.62984,MA,Barnstable,DOD,USA,CAMP EDWARDS,Mass. Army NG,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18939403,TT393,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT393&unit=0&timetype=GMT
-114.09506,46.9273900000001,7868,SMOKE USFS R1-39,18304517,1900/01/01 00:00:01+00,3286970E,,3230,,46.92739,-114.09506,MT,Missoula,USFS,01,Missoula Fire Lab,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18304516,TT173,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT173&unit=0&timetype=GMT
-111.69022,42.6984200000001,7869,IDAHO FALLS QD1,17371188,1900/01/01 00:00:01+00,326F87AE,,6247,,42.69842,-111.69022,ID,Caribou,BLM,R9 Columbia Pac NW,IDAHO FALLS,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17371188,TS350,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TS350&unit=0&timetype=GMT
-105.71919,39.98303,7870,ARF2 PORTABLE,17562182,1900/01/01 00:00:01+00,328BD762,,9855,,39.98303,-105.71919,CO,Grand,USFS,02,ARAPAHO/ROOSEVELT NF,ARF Portable,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17562177,ARFC2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=ARFC2&unit=0&timetype=GMT
-110.52667,42.4908300000001,7871,SNIDER BASIN,16942641,2024/02/08 20:09:45+00,325F2126,481306,8200,"SITE SITS IN A VALLEY APPROX 10 MI IN DIAMETER SITE IS INA SMALL PLATEAU 100' FROM BOTTOM OF CANYON. THERE IS AMEANDERING STREAM IN BOTTOM, COVER IS 12-14"" SAGE & ANNUALGRASS. GUARD STATION 1/4 MILE SW",42.49083,-110.52667,WY,Sublette,USFS,04,BRIDGER-TETON NF,FIRE,A,8.41 inches,11 mph,272 degrees ,30 deg. F,NO DATA,45 % ,14.1 volts,NO DATA,266 degrees,24 mph,677 w/m2,16942638,BPYW4,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BPYW4&unit=0&timetype=GMT
-118.93538,36.81688,7873,SQF02 PORTABLE,19723038,2023/09/21 22:08:54+00,32B69FAC,,6222,,36.81688,-118.93538,CA,Fresno,USFS,05,SEQUOIA NF,Division 13,AU,0 inches,1 mph,186 degrees ,63 deg. F,75 deg. F ,55 % ,13.3 volts,10.6 (unk),180 degrees,8 mph,748 w/m2,19723020,TT663,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT663&unit=0&timetype=GMT
-116.20833,43.5650000000001,7874,IRAWS 30 ,17992609,2023/08/31 21:32:36+00,32D1D272,,2865,,43.565,-116.20833,ID,Ada,BLM,R9 Columbia Pac NW,BLM/NIFC,,D,0 inches,1 mph,77 degrees ,89 deg. F,92 deg. F ,15 % ,13.8 volts,6.3 (unk),38 degrees,7 mph,791 w/m2,17992603,,
-85.94161,44.2221700000001,7875,WELLSTON,17317160,2024/02/08 19:59:24+00,33314338,203101,796,Located at the old Chittenden tree farm nursery,44.22217,-85.94161,MI,Manistee,USFS,09,HURON-MANISTEE NF,,A,1.51 inches,7 mph,179 degrees ,60 deg. F,65 deg. F ,39 % ,13.6 volts,9.8 (unk),178 degrees,17 mph,312 w/m2,17317156,WLLM4,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=WLLM4&unit=0&timetype=GMT
-155.42088,19.91657,7876,PUU MALI,17518106,2024/02/08 20:00:54+00,3181742E,496029,6658,North slope of Mauna Kea,19.91657,-155.42088,HI,Hawaii,S&PF,HAWAII,DEPT OF LAND AND NR,DOFAWHI,A,2.17 inches,7 mph,40 degrees ,59 deg. F,68 deg. F ,52 % ,13.6 volts,7 (unk),51 degrees,10 mph,606 w/m2,17518105,PMLH1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=PMLH1&unit=0&timetype=GMT
-155.62722,19.7455600000001,7877,PTA PORTABLE,17201949,1900/01/01 00:00:01+00,32669284,490104,15,,19.74556,-155.62722,HI,Hawaii,DOD,USA,SCHOFIELD BARRACKS,PTA,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17201949,PTPH1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=PTPH1&unit=0&timetype=GMT
-83.9294399999999,41.53056,7878,MAUMEE,17367309,1900/01/01 00:00:01+00,6140506C,330201,612,Located in front of Maumee State Forest Office,41.53056,-83.92944,OH,,S&PF,OHIO,OHIO DIV.OF FORESTRY,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17367309,MSFO1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=MSFO1&unit=0&timetype=GMT
-155.84544,19.7951,7879,PUU WAAWAA,17370406,2024/02/08 19:37:54+00,487046D0,496026,2222,"STATION SITS APPROX 8 MILES EAST & SOUTH OF THE COASTLINEBETWEEN KONA & WIAMEA, IN THE PUU WAAWAA STATE LAND AREANEXT TO AN OLD LANDING STRIP.",19.7951,-155.84544,HI,Hawaii,S&PF,HAWAII,DEPT OF LAND AND NR,DOFAWHI,A,1.9 inches,2 mph,193 degrees ,71 deg. F,79 deg. F ,53 % ,13.6 volts,11.6 (unk),217 degrees,9 mph,380 w/m2,17370405,PWWH1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=PWWH1&unit=0&timetype=GMT
-115.88056,44.0911100000001,7881,LITTLE ANDERSON,16942390,2024/02/08 20:06:24+00,326BE772,101710,4560,"SITE SETS IN A GRASSEY CLEARING SURROUNDED BY THICK UNDER-
BRUSH AND TREES.  THE MAIN ROAD IS 200 YARDS NORTH OF SITE.
4805 FT. MTN IS ABOUT ONE QUARTER MILE SOUTH OF STATION.
THE RIDGE THE STATION SETS ON DROPS OFF TO THE SOUTH WEST
LATITUDE AND LONGITUDE BY GPS.",44.09111,-115.88056,ID,Boise,USFS,04,BOISE NF,EMMETT RD,A,3.69 inches,2 mph,265 degrees ,34 deg. F,NO DATA,75 % ,14.3 volts,NO DATA,240 degrees,4 mph,185 w/m2,16942385,LTAI1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=LTAI1&unit=0&timetype=GMT
-118.405,35.6116700000001,7882,LYNCH CANYON,17518620,2023/12/05 18:18:35+00,CA51D48A,049939,3141,,35.61167,-118.405,CA,Kern,S&PF,CALIFORNIA,KERN COUNTY FIRE,,AU,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17518618,LYQC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=LYQC1&unit=0&timetype=GMT
-88.6612699999999,44.8892300000001,7883,KESHENA,17118756,2024/02/08 20:05:14+00,5213C2FA,472002,871,,44.88923,-88.66127,WI,Menominee,BIA,Midwest,Menominee Agency,,A,1.21 inches,0 mph,185 degrees ,44 deg. F,NO DATA,91 % ,NO DATA,NO DATA,185 degrees,0 mph,46 w/m2,17118754,KEHW3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=KEHW3&unit=0&timetype=GMT
-114.86917,40.0550000000001,7884,ELY #2 PORTABLE,17465411,1900/01/01 00:00:01+00,32690174,,8860,,40.055,-114.86917,NV,,BLM,R10 CA Great Basin,ELY,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17465407,EPON2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=EPON2&unit=0&timetype=GMT
-88.34667,33.79389,7885,MONROE,17403164,2024/02/08 20:14:34+00,3910B02E,222401,354,,33.79389,-88.34667,MS,Monroe,S&PF,MISSISSIPPI,FORESTRY COMMISSION,Fire Services,A,9.77 inches,11 mph,86 degrees ,62 deg. F,NO DATA,48 % ,13.9 volts,NO DATA,96 degrees,19 mph,223 w/m2,17403163,MFCM6,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=MFCM6&unit=0&timetype=GMT
-115.25672,47.06305,7886,ST. JOE PORTABLE,17470273,2023/10/18 07:58:25+00,328D42CE,,6000,,47.06305,-115.25672,ID,Shoshone,USFS,01,IDAHO PANHANDLE NF,ST.JOE RD,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17470263,TS684,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TS684&unit=0&timetype=GMT
-117.97111,44.75778,7887,ELK CREEK,17183530,2024/02/08 19:55:05+00,323EB48C,352126,6576,Fairly flat area with mostly conifers surrounding the station 30 to 40 ft. height and approximately 50% or less canopy closure.,44.75778,-117.97111,OR,Baker,USFS,06,WALLOWA-WHITMAN NF,,A,2.79 inches,0 mph,176 degrees ,27 deg. F,NO DATA,91 % ,13.1 volts,NO DATA,0 degrees,0 mph,29 w/m2,17183527,EKCO3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=EKCO3&unit=0&timetype=GMT
-106.38669,34.62697,7888,LINCOLN PORTABLE #2,17383732,1900/01/01 00:00:01+00,33341484,291499,7495,,34.62697,-106.38669,AZ,Pima,USFS,03,REGIONAL OFFICE,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17383725,TS286,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TS286&unit=0&timetype=GMT
-147.97139,66.0425000000001,7889,LOST CREEK,16894762,2023/12/05 22:21:45+00,12603368,500425,700,Site is an FTS platform mounter on a Handar 20' 403 tower,66.0425,-147.97139,AK,Yukon-Koyukuk,FWS,REGION 7,ALASKA FIRE SERVICE,,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,16894761,LSCU1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=LSCU1&unit=0&timetype=GMT
-114.41833,44.98778,7890,RED ROCK PEAK,17233728,2024/02/08 19:48:05+00,3263A0DE,101316,7910,,44.98778,-114.41833,ID,Lemhi,USFS,04,SALMON/CHALLIS NF,,A,16.85 inches,8 mph,218 degrees ,23 deg. F,NO DATA,87 % ,14.3 volts,NO DATA,214 degrees,13 mph,87 w/m2,17233724,BAEI1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BAEI1&unit=0&timetype=GMT
-109.89639,44.4855600000001,7891,EAGLE,17193004,2024/02/08 19:57:04+00,326FA142,480214,7500,,44.48556,-109.89639,WY,Park,USFS,02,SHOSHONE NF,,A,.12 inches,17 mph,314 degrees ,26 deg. F,NO DATA,58 % ,14.6 volts,NO DATA,308 degrees,26 mph,245 w/m2,17193001,EGLW4,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=EGLW4&unit=0&timetype=GMT
-120.10081,37.8005200000001,7892,SMITH PEAK (STF),18227740,2024/02/08 20:16:34+00,AAC3A5A6,044115,3871,"RAWS is located next to Smith Peak Lookout on Groveland R.D. The Buck Mdws. RAWS was relocated to Smith Peak, about 1.5 miles to the south of the original site in May 2012.  New site is 700 feet higher.",37.80052,-120.10081,CA,Mariposa,USFS,05,STANISLAUS NF,GROVELAND RD,A,14.18 inches,4 mph,170 degrees ,35 deg. F,37 deg. F ,98 % ,13.1 volts,26.1 (unk),133 degrees,10 mph,249 w/m2,18227737,SEWC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=SEWC1&unit=0&timetype=GMT
-113.96445,43.6271,7893,SAWTOOTH PORTABLE #3,17124443,1900/01/01 00:00:01+00,3271A2B4,,7648,Site is on a ridgetop in a 20 acre meadow. Cover class is mixed conifer as this represents the majority of the vegetation in the surrounding area.,43.6271,-113.96445,ID,Cassia,USFS,04,SAWTOOTH NF,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17124441,TR347,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TR347&unit=0&timetype=GMT
-157.56842,66.0035300000001,7894,KOYUKUK NWR,16897829,2024/02/05 12:18:55+00,126045F8,500319,1264,Site is FTS platform mounted on a Handar 20' 403 tower.,66.00353,-157.56842,AK,,FWS,REGION 7,ALASKA FIRE SERVICE,,AU,17.42 inches,13 mph,123 degrees ,-3 deg. F,NO DATA,80 % ,13 volts,NO DATA,118 degrees,19 mph,0 w/m2,16897828,KOYA2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=KOYA2&unit=0&timetype=GMT
145.71772,15.2177800000001,7895,AMME CS,18151708,2024/02/08 20:23:11+00,32D633B4,,25,,15.21778,145.71772,MP,,NPS,PACIFIC WEST,AMERICAN MP,,D,.52 inches,5 mph,86 degrees ,78 deg. F,NO DATA,75 % ,12.7 volts,NO DATA,107 degrees,9 mph,0 w/m2,18151702,TT123,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT123&unit=0&timetype=GMT
-120.89213,40.75615,7896,GORDON,17299518,2024/02/08 20:04:04+00,333346CC,040730,6215,RAWS is set up within a ten year old plantation.  Wooden,40.75615,-120.89213,CA,Lassen,USFS,05,LASSEN NF,EAGLE LAKE,A,6.28 inches,2 mph,310 degrees ,33 deg. F,31 deg. F ,77 % ,14.6 volts,26.8 (unk),309 degrees,8 mph,243 w/m2,17299514,GORC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=GORC1&unit=0&timetype=GMT
-116.20833,43.5650000000001,7897,IRAWS 52,19042138,2023/08/16 16:34:26+00,346D4288,,2865,,43.565,-116.20833,ID,Ada,BLM,R9 Columbia Pac NW,BLM/NIFC,,D,0 inches,1 mph,84 degrees ,73 deg. F,86 deg. F ,40 % ,13.2 volts,6 (unk),19 degrees,7 mph,761 w/m2,19042129,TT431,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT431&unit=0&timetype=GMT
